ori,agency_name,city,state,agency_type
TX0610300,Justin Police Department,justin,TX,City
TX0610800,Sanger Police Department,sanger,TX,City
TX0610200,Denton Police Department,denton,TX,City
TX0610100,Argyle Police Department,argyle,TX,City
TX0613200,Ponder Police Department,ponder,TX,City
TX0613500,Northeast Police Department,northeast,TX,City
TX0620100,Cuero Police Department,cuero,TX,City
TX0640500,Carrizo Springs Police Department,carrizo springs,TX,City
TX0740500,Trenton Police Department,trenton,TX,City
TX0740100,Bonham Police Department,bonham,TX,City
TX0740200,Honey Grove Police Department,honey grove,TX,City
TX0740400,Savoy Police Department,savoy,TX,City
TX0740600,Leonard Police Department,leonard,TX,City
TX0740800,Ector Police Department,ector,TX,City
TX0830100,Seagraves Police Department,seagraves,TX,City
TX0830200,Seminole Police Department,seminole,TX,City
TX0930100,Navasota Police Department,navasota,TX,City
TX0930800,Todd Mission Police Department,todd mission,TX,City
TX1000300,Sour Lake Police Department,sour lake,TX,City
TX1000200,Silsbee Police Department,silsbee,TX,City
TX1000100,Kountze Police Department,kountze,TX,City
TX1000900,Lumberton Police Department,lumberton,TX,City
TX1010200,Bellaire Police Department,bellaire,TX,City
TX1010400,Deer Park Police Department,deer park,TX,City
TX1010600,Galena Park Police Department,galena park,TX,City
TX1010900,Humble Police Department,humble,TX,City
TX1011100,Jacinto City Police Department,jacinto city,TX,City
TX1011200,Jersey Village Police Department,jersey village,TX,City
TX1011300,La Porte Police Department,la porte,TX,City
TX1011400,Morgan's Point Police Department,morgan's point,TX,City
TX1011500,Pasadena Police Department,pasadena,TX,City
TX1011700,Seabrook Police Department,seabrook,TX,City
TX1011800,Shoreacres Police Department,shoreacres,TX,City
TX1011900,South Houston Police Department,south houston,TX,City
TX1012000,Southside Place Police Department,southside place,TX,City
TX1012100,Spring Valley Police Department,spring valley,TX,City
TX1012300,Tomball Police Department,tomball,TX,City
TX1012400,Memorial Villages Police Department,memorial villages,TX,City
TX1012500,Webster Police Department,webster,TX,City
TX1012600,West University Place Police Department,west university place,TX,City
TX1012800,Nassau Bay Police Department,nassau bay,TX,City
TX1014100,Hedwig Village Police Department,hedwig village,TX,City
TX1016600,"Lakeview Police Department, Harrison County","lakeview police department, harrison county",TX,City
TX1140100,Big Spring Police Department,big spring,TX,City
TX1210100,Jasper Police Department,jasper,TX,City
TX1210200,Kirbyville Police Department,kirbyville,TX,City
TX1280100,Karnes City Police Department,karnes city,TX,City
TX1280200,Kenedy Police Department,kenedy,TX,City
TX1340100,Junction Police Department,junction,TX,City
TX1430200,Shiner Police Department,shiner,TX,City
TX1430100,Hallettsville Police Department,hallettsville,TX,City
TX1431000,Moulton Police Department,moulton,TX,City
TX1580100,Jefferson Police Department,jefferson,TX,City
TX1590100,Stanton Police Department,stanton,TX,City
TX1630100,Castroville Police Department,castroville,TX,City
TX1630200,Devine Police Department,devine,TX,City
TX1630300,Hondo Police Department,hondo,TX,City
TX1631000,Natalia Police Department,natalia,TX,City
TX1630900,Lacoste Police Department,lacoste,TX,City
TX1720500,Naples Police Department,naples,TX,City
TX1720100,Daingerfield Police Department,daingerfield,TX,City
TX1720200,Lone Star Police Department,lone star,TX,City
TX1720300,Omaha Police Department,omaha,TX,City
TX1760100,Newton Police Department,newton,TX,City
TX1780300,Robstown Police Department,robstown,TX,City
TX1780500,Port Aransas Police Department,port aransas,TX,City
TX1780100,Bishop Police Department,bishop,TX,City
TX1800100,Vega Police Department,vega,TX,City
TX1810100,Bridge City Police Department,bridge city,TX,City
TX1810200,Orange Police Department,orange,TX,City
TX1810300,Pinehurst Police Department,pinehurst,TX,City
TX1810400,Vidor Police Department,vidor,TX,City
TX1810500,West Orange Police Department,west orange,TX,City
TX1810800,Rose City Police Department,rose city,TX,City
TX1830100,Carthage Police Department,carthage,TX,City
TX1840100,Weatherford Police Department,weatherford,TX,City
TX1840300,Springtown Police Department,springtown,TX,City
TX1840400,Hudson Oaks Police Department,hudson oaks,TX,City
TX1840500,Willow Park Police Department,willow park,TX,City
TX1850200,Friona Police Department,friona,TX,City
TX1850100,Bovina Police Department,bovina,TX,City
TX1850300,Farwell Police Department,farwell,TX,City
TX1950200,Pecos Police Department,pecos,TX,City
TX2020200,Pineland Police Department,pineland,TX,City
TX2020100,Hemphill Police Department,hemphill,TX,City
TX2080100,Snyder Police Department,snyder,TX,City
TX2101600,Tenaha Police Department,tenaha,TX,City
TX2100100,Center Police Department,center,TX,City
TX2180100,Sonora Police Department,sonora,TX,City
TX2210800,Tye Police Department,tye,TX,City
TX2210300,Merkel Police Department,merkel,TX,City
TX2271100,Lakeway Police Department,lakeway,TX,City
TX2271900,Sunset Valley Police Department,sunset valley,TX,City
TX2272100,Lago Vista Police Department,lago vista,TX,City
TX2273600,Bee Cave Police Department,bee cave,TX,City
TX2270200,Manor Police Department,manor,TX,City
TX2270300,Rollingwood Police Department,rollingwood,TX,City
TX2272200,Jonestown Police Department,jonestown,TX,City
TX2270400,West Lake Hills Police Department,west lake hills,TX,City
TX2300900,East Mountain Police Department,east mountain,TX,City
TX2300300,Ore City Police Department,ore city,TX,City
TX2300200,Gilmer Police Department,gilmer,TX,City
TX2300100,Big Sandy Police Department,big sandy,TX,City
TX2320100,Uvalde Police Department,uvalde,TX,City
TX2320200,Sabinal Police Department,sabinal,TX,City
TX2360100,Huntsville Police Department,huntsville,TX,City
TX2370800,Prairie View  Police Department,prairie view,TX,City
TX2370700,Hempstead Police Department,hempstead,TX,City
TX2370100,Brookshire Police Department,brookshire,TX,City
TX2470200,Poth Police Department,poth,TX,City
TX2470100,Floresville Police Department,floresville,TX,City
TX2470700,La Vernia Police Department,la vernia,TX,City
TX2510100,Denver City Police Department,denver city,TX,City
TX2540100,Crystal City Police Department,crystal city,TX,City
TX0020100,Andrews Police Department,andrews,TX,City
TX0040200,Rockport Police Department,rockport,TX,City
TX0041000,Fulton Police Department,fulton,TX,City
TX0100700,Bandera Police Department,bandera,TX,City
TX0110100,Bastrop Police Department,bastrop,TX,City
TX0110300,Smithville Police Department,smithville,TX,City
TX0290300,Seadrift Police Department,seadrift,TX,City
TX0290200,Port Lavaca Police Department,port lavaca,TX,City
TX0290100,Point Comfort Police Department,point comfort,TX,City
TX0313300,Indian Lake Police Department,indian lake,TX,City
TX0313800,Los Indios Police Department,los indios,TX,City
TX0310100,Brownsville Police Department,brownsville,TX,City
TX0310200,Combes Police Department,combes,TX,City
TX0310300,Harlingen Police Department,harlingen,TX,City
TX0310400,La Feria Police Department,la feria,TX,City
TX0310500,Los Fresnos Police Department,los fresnos,TX,City
TX0310600,Port Isabel Police Department,port isabel,TX,City
TX0310700,Primera Police Department,primera,TX,City
TX0310800,Rio Hondo Police Department,rio hondo,TX,City
TX0310900,San Benito Police Department,san benito,TX,City
TX0311000,Santa Rosa Police Department,santa rosa,TX,City
TX0311300,South Padre Island Police Department,south padre island,TX,City
TX0312500,Palm Valley Police Department,palm valley,TX,City
TX0312900,Laguna Vista Police Department,laguna vista,TX,City
TX0313200,Rancho Viejo Police Department,rancho viejo,TX,City
TX0420100,Coleman Police Department,coleman,TX,City
TX0420200,Santa Anna Police Department,santa anna,TX,City
TX0500200,Gatesville Police Department,gatesville,TX,City
TX0630100,Spur Police Department,spur,TX,City
TX0711200,Clint Police Department,clint,TX,City
TX0712800,San Elizario Police Department,san elizario,TX,City
TX0711600,Socorro Police Department,socorro,TX,City
TX0710200,El Paso Police Department,el paso,TX,City
TX0710100,Anthony Police Department,anthony,TX,City
TX0711400,Horizon City Police Department,horizon city,TX,City
TX0750300,Schulenburg Police Department,schulenburg,TX,City
TX0750800,Flatonia Police Department,flatonia,TX,City
TX0750100,La Grange Police Department,la grange,TX,City
TX0910600,Whitesboro Police Department,whitesboro,TX,City
TX0910100,Collinsville Police Department,collinsville,TX,City
TX0910200,Denison Police Department,denison,TX,City
TX0910300,Pottsboro Police Department,pottsboro,TX,City
TX0910400,Sherman Police Department,sherman,TX,City
TX0910500,Van Alstyne Police Department,van alstyne,TX,City
TX0910900,Bells Police Department,bells,TX,City
TX0911000,Howe Police Department,howe,TX,City
TX0912000,Gunter Police Department,gunter,TX,City
TX0912100,Tioga Police Department,tioga,TX,City
TX0912200,Southmayd Police Department,southmayd,TX,City
TX0912300,Tom Bean Police Department,tom bean,TX,City
TX1040100,Haskell Police Department,haskell,TX,City
TX1082300,Alton Police Department,alton,TX,City
TX1082400,Progreso Police Department,progreso,TX,City
TX1083000,Penitas Police Department,penitas,TX,City
TX1083200,Sullivan City Police Department,sullivan city,TX,City
TX1083500,Palmhurst Police Department,palmhurst,TX,City
TX1081400,Weslaco Police Department,weslaco,TX,City
TX1081300,San Juan Police Department,san juan,TX,City
TX1081100,Pharr Police Department,pharr,TX,City
TX1081000,Mission Police Department,mission,TX,City
TX1080900,Mercedes Police Department,mercedes,TX,City
TX1080800,McAllen Police Department,mcallen,TX,City
TX1080700,La Villa Police Department,la villa,TX,City
TX1080600,Hidalgo Police Department,hidalgo,TX,City
TX1080500,Elsa Police Department,elsa,TX,City
TX1080400,Edinburg Police Department,edinburg,TX,City
TX1080300,Edcouch Police Department,edcouch,TX,City
TX1080200,Donna Police Department,donna,TX,City
TX1080100,Alamo Police Department,alamo,TX,City
TX1081500,La Joya Police Department,la joya,TX,City
TX1082200,Palmview Police Department,palmview,TX,City
TX1100600,Sundown Police Department,sundown,TX,City
TX1100100,Levelland Police Department,levelland,TX,City
TX1100500,Anton Police Department,anton,TX,City
TX1120100,Cumby Police Department,cumby,TX,City
TX1120200,Sulphur Springs Police Department,sulphur springs,TX,City
TX1130100,Crockett Police Department,crockett,TX,City
TX1130500,Grapeland Police Department,grapeland,TX,City
TX1200100,Edna Police Department,edna,TX,City
TX1200200,Ganado Police Department,ganado,TX,City
TX1261300,Godley Police Department,godley,TX,City
TX1260600,Keene Police Department,keene,TX,City
TX1260500,Joshua Police Department,joshua,TX,City
TX1260300,Cleburne Police Department,cleburne,TX,City
TX1260100,Alvarado Police Department,alvarado,TX,City
TX1290100,Forney Police Department,forney,TX,City
TX1290200,Kaufman Police Department,kaufman,TX,City
TX1290300,Kemp Police Department,kemp,TX,City
TX1290500,Terrell Police Department,terrell,TX,City
TX1290900,Crandall Police Department,crandall,TX,City
TX1292100,"Oak Ridge Police Department, Kaufman County","oak ridge police department, kaufman county",TX,City
TX1300100,Boerne Police Department,boerne,TX,City
TX1370100,Kingsville Police Department,kingsville,TX,City
TX1462100,Plum Grove Police Department,plum grove,TX,City
TX1460300,Dayton Police Department,dayton,TX,City
TX1460400,Liberty Police Department,liberty,TX,City
TX1520200,Lubbock Police Department,lubbock,TX,City
TX1520100,Idalou Police Department,idalou,TX,City
TX1520300,Shallowater Police Department,shallowater,TX,City
TX1520400,Slaton Police Department,slaton,TX,City
TX1520800,Wolfforth Police Department,wolfforth,TX,City
TX1521100,Ransom Canyon Police Department,ransom canyon,TX,City
TX1521500,New Deal Police Department,new deal,TX,City
TX1570100,Madisonville Police Department,madisonville,TX,City
TX1750700,Blooming Grove Police Department,blooming grove,TX,City
TX1750100,Corsicana Police Department,corsicana,TX,City
TX1750200,Dawson Police Department,dawson,TX,City
TX1750300,Rice Police Department,rice,TX,City
TX1750400,Kerens Police Department,kerens,TX,City
TX1751700,Richland Police Department,richland,TX,City
TX1910100,Canyon Police Department,canyon,TX,City
TX1960100,Refugio Police Department,refugio,TX,City
TX1960200,Woodsboro Police Department,woodsboro,TX,City
TX2000700,Miles Police Department,miles,TX,City
TX2000100,Ballinger Police Department,ballinger,TX,City
TX2000300,Winters Police Department,winters,TX,City
TX2110100,Stratford Police Department,stratford,TX,City
TX2190200,Kress Police Department,kress,TX,City
TX2190300,Tulia Police Department,tulia,TX,City
TX2202400,Saginaw Police Department,saginaw,TX,City
TX2202500,Sansom Park Village Police Department,sansom park village,TX,City
TX2202600,Watauga Police Department,watauga,TX,City
TX2202700,Westover Hills Police Department,westover hills,TX,City
TX2202800,Westworth Police Department,westworth,TX,City
TX2202900,White Settlement Police Department,white settlement,TX,City
TX2203000,Keller Police Department,keller,TX,City
TX2203100,Pantego Police Department,pantego,TX,City
TX2204000,Colleyville Police Department,colleyville,TX,City
TX2204800,Pelican Bay Police Department,pelican bay,TX,City
TX2200100,Arlington Police Department,arlington,TX,City
TX2200300,Bedford Police Department,bedford,TX,City
TX2200400,Benbrook Police Department,benbrook,TX,City
